Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ALTERNATIVA 101 - ALTERNATIVA, AKCIJA MLADIH - AM;CENTAR;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS, HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR, STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  TOMISLAV MAMIĆ;MOST;NEZAVISNA LISTA MLADIH - NLM, PAMETNO ZA SPLIT I DALMACIJU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;RADNIČKA FRONTA - RF, SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;012;BIRAČKO MJESTO 12. BRŠTANOVO;MO BRŠTANOVO;HRVATSKIH VELIKANA 12;231;121;121;117;4;1;1;4;88;1;0;11;2;0;3;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;013;BIRAČKO MJESTO 13. NISKO;MO NISKO;HRVATSKIH VELIKANA 88;176;86;86;84;2;1;0;4;69;2;0;3;0;0;0;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;KLIS;014;BIRAČKO MJESTO 14. PRUGOVO;MO PRUGOVO;IVANA PAVLA II 100;476;169;169;160;9;0;6;4;101;3;5;15;12;0;3;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;001;BIRAČKO MJESTO BR. 1 -  DIVOJEVIĆI;MJESNI ODBOR DIVOJEVIĆI;DIVOJEVIĆI, ULICA SV. IVAN 65;44;35;35;35;0;0;1;4;23;0;0;1;0;0;0;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;002;BIRAČKO MJESTO BR. 2 - KLADNJICE;MJESNI DOM;KLADNJICE, ULICA HRVATSKIH DRAGOVOLJACA 62;159;108;108;107;1;1;1;15;71;2;0;1;2;0;1;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;003;BIRAČKO MJESTO BR. 3 - LEĆEVICA;OŠ LEĆEVICA;LEĆEVICA, ULICA HRVATSKIH MUČENIKA 9;160;108;108;103;5;2;3;19;56;0;2;8;0;0;1;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LEĆEVICA;004;BIRAČKO MJESTO BR. 4 - RADOŠIĆ;MJESNI ODBOR RADOŠIĆ;RADOŠIĆ, ULICA ANTE KUŽIĆA 142;153;94;94;89;5;2;1;12;45;1;0;8;2;1;7;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;001;BERINOVAC;"""PIPLIČINA KUĆA""";BERINOVAC;163;45;45;43;2;0;0;2;35;1;0;0;1;0;2;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;002;KLJENOVAC;OSNOVNA ŠKOLA KLJENOVAC;KLJENOVAC;193;72;72;69;3;1;1;3;54;2;4;3;0;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;003;LOKVIČIĆI;OPĆINSKA ZGRADA;LOKVIČIĆI;69;18;18;18;0;0;1;1;13;0;0;2;0;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOKVIČIĆI;004;DOLIĆA DRAGA;OSNOVNA ŠKOLA;DOLIĆA DRAGA;337;107;107;106;1;0;0;2;81;1;1;9;1;1;6;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;001;LOVREĆ;OŠ  S.S. KRANJČEVIĆ;LOVREĆ;549;347;347;328;19;2;3;54;181;4;3;33;9;0;3;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;002;DOBRINČE;PODRUČNA ŠKOLA DOBRINČE;DOBRINČE;165;102;102;89;13;2;9;12;39;2;5;9;3;0;0;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;003;MEDOV DOLAC;PODRUČNA ŠKOLA MEDOV DOLAC;MEDOV DOLAC;115;82;82;78;4;0;1;31;32;1;1;5;2;0;0;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;004;OPANCI;"OŠ ""S.S. KRANJČEVIĆ""";OPANCI;281;197;197;191;6;1;2;55;95;1;3;19;4;1;0;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;LOVREĆ;005;STUDENCI;OSNOVNA ŠKOLA STUDENCI;STUDENCI;475;277;277;258;19;0;2;32;159;2;3;37;8;0;3;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;001;BIRAČKO MJESTO 1. MARINA;OSNOVNA ŠKOLA IVAN DUKNOVIĆ;DON FRANE MACANOVIĆA 1, MARINA;1080;546;546;521;25;15;27;25;111;7;14;52;116;4;79;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;002;BIRAČKO MJESTO 2. SVINCA;MJESNI DOM;SVINCA BB;109;85;85;81;4;3;3;0;28;2;0;7;20;0;7;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;003;BIRAČKO MJESTO 3. GORNJE VINIŠĆE;PROSTOR MJESNOG ODBORA DUBRAVE;DUBRAVE BB;147;72;72;70;2;3;4;3;27;0;1;10;6;0;3;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;004;BIRAČKO MJESTO 4. DONJE VINIŠĆE;MJESNI DOM;VINIŠĆE;603;286;286;280;6;5;14;6;94;3;9;19;31;4;48;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;005;BIRAČKO MJESTO 5. SEVID;ZGRADA MJESNOG ODBORA - NOVA;SEVID;305;137;137;131;6;2;4;6;50;0;7;10;9;2;22;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;006;BIRAČKO MJESTO 6. VRSINE;PROSTOR PODRUČNE OSNOVNE ŠKOLE IVAN DUKNOVIĆ MARINA;VRSINE, VRSINSKA CESTA 7;307;206;206;184;22;4;6;6;39;6;8;25;34;2;15;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;007;BIRAČKO MJESTO 7. POLJICA;"""RESTORAN KAČINA""";POLJICA, OBALA 145;662;360;360;334;26;10;19;13;86;5;10;48;45;4;43;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;008;BIRAČKO MJESTO 8. NAJEVI;MJESNI DOM;NAJEVI BB;40;25;25;24;1;0;1;0;15;0;0;2;3;0;3;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;009;BIRAČKO MJESTO 9. GUSTIRNA;OŠ IVAN DUKNOVIĆ PODRUČNA ŠKOLA GUSTIRNA;GUSTIRNA, GUSTIRNA III 17;317;191;190;166;24;5;16;3;56;2;6;15;19;2;28;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;010;BIRAČKO MJESTO 10. DOGRADE;MJESNI DOM;DOGRADE BB;172;97;97;89;8;5;2;2;28;5;3;15;12;0;9;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;011;BIRAČKO MJESTO 11. POZORAC;DJEČJI VRTIĆ KRIJESNICA;POZORAC, POZORAC 4;133;70;70;66;4;1;1;3;12;3;1;11;15;0;6;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;012;BIRAČKO MJESTO 12. BLIZNA GORNJA;MJESNI DOM;BLIZNA GORNJA;77;53;53;49;4;1;1;8;16;3;0;5;10;0;2;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;013;BIRAČKO MJESTO 13. BLIZNA DONJA;OŠ BLIZNA DONJA;BLIZNA DONJA;205;137;137;128;9;2;5;4;24;2;3;18;42;1;4;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;014;BIRAČKO MJESTO 14. MITLO;MJESNI DOM;MITLO BB;57;40;40;39;1;0;2;3;6;1;0;12;11;1;0;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;015;BIRAČKO MJESTO 15. VINOVAC;MJESNI DOM;VINOVAC BB;64;44;44;44;0;1;2;8;4;2;1;1;7;3;6;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MARINA;016;BIRAČKO MJESTO 16. RASTOVAC;MJESNI DOM;RASTOVAC, PODBOBOVAC 8;80;60;60;56;4;0;3;1;21;0;2;3;13;0;9;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MILNA;001;MILNA;OSNOVNA ŠKOLA MILNA;MILNA, ŽALO;925;561;561;533;28;26;49;12;143;2;13;68;40;6;138;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MILNA;002;LOŽIŠĆE;ZADRUŽNI DOM;LOŽIŠĆA;236;141;141;132;9;8;15;8;23;3;6;12;11;5;23;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;001;BIRAČKO MJESTO 1.NEORIĆ;OŠ NEORIĆ-SUTINA;NEORIĆ, NEORIĆ 43;726;341;341;327;14;3;7;23;99;5;8;56;9;0;27;90
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;002;BIRAČKO MJESTO 2. SUTINA;PROSTORIJE BRATSKE KUĆE SUTINA;SUTINA,CESTA NEORIĆ 1;268;122;122;116;6;2;1;2;45;0;2;27;3;2;5;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;003;BIRAČKO MJESTO 3. GIZDAVAC;PROSTORIJE DRUŠTVENOG DOMA;GIZDAVAC, SVETOG LUKE 12;91;34;34;34;0;1;0;2;16;1;1;2;0;0;2;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;004;BIRAČKO MJESTO 4. DONJI MUĆ;OŠ KNEZA BRANAIMIRA;DONJI MUĆ 218;463;255;255;227;28;5;6;58;52;3;6;32;6;0;12;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;005;BIRAČKO MJESTO 5. GORNJI MUĆ;PROSTORIJE OŠ KNEZ BRANIMIR;GORNJI MUĆ, BEBIĆI 2;396;158;158;152;6;4;4;19;51;3;4;14;3;0;7;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;006;BIRAČKO MJESTO 6. CRIVAC;OŠ BRAĆE RADIĆ PODRUČNA ŠKOLA CRIVAC;CRIVAC, GORNJE POLJE 9;289;142;142;136;6;4;4;64;16;0;1;15;0;0;3;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;007;BIRAČKO MJESTO 7. DONJE OGORJE;DRUŠTVENI DOM;DONJE OGORJE , RAĐE 3;404;183;183;173;10;2;3;45;36;2;1;25;2;0;1;56
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;008;BIRAČKO MJESTO 8. BRAČEVIĆI;DRUŠTVENI DOM;BRAČEVIĆ, KROZ BRAČEVIĆ 15;146;43;43;40;3;1;1;8;7;0;0;4;1;0;1;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;009;BIRAČKO MJESTO 9 GORNJE POSTINJE;DRUŠTVENI DOM;GORNJE POSTINJE, GORNJE POSTINJE 48;184;117;117;94;23;1;4;25;22;0;0;17;2;2;1;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;MUĆ;010;BIRAČKO MJESTO 10. RAMLJANE;DRUŠTVENI DOM;RAMLJANE, KROZ RAMLJANE 17;112;36;36;34;2;1;1;6;7;0;1;7;2;0;0;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;001;NEREŽIŠĆA;"GALERIJA  ""NEREŽIŠĆA""";TRG SVETOG PETRA 1, NEREŽIŠĆA;586;420;420;387;33;25;16;16;141;10;2;40;22;2;88;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;002;DONJI HUMAC;HRVATSKI DOM RETOND;DONJI HUMAC 15;164;108;108;97;11;9;4;4;28;1;4;16;6;2;14;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;NEREŽIŠĆA;003;DRAČEVICA;"DRUŠTVENI DOM ""GOLUBIJERA""";DRAČEVICA 100;86;46;46;43;3;1;3;0;14;0;1;9;2;0;9;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;001;BIRAČKO MJESTO BROJ 1. OKRUG DONJI;MJESNI ODBOR (POŠTA);PUT RUDEJA 1;273;123;123;114;9;3;13;5;24;0;3;9;10;2;37;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;002;BIRAČKO MJESTO BROJ 2. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;890;473;470;449;21;6;22;21;142;6;7;57;61;0;50;77
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;003;BIRAČKO MJESTO BROJ 3. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;867;380;380;364;16;5;25;27;125;0;3;38;55;0;57;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;004;BIRAČKO MJESTO BROJ 4. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;929;331;330;320;10;6;17;25;119;3;9;23;40;1;50;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OKRUG;005;BIRAČKO MJESTO BROJ 5. OKRUG GORNJI;OSNOVNA ŠKOLA OKRUK U OKRUGU GORNJEM;PUT MAVARČICE 24 B;954;413;413;390;23;10;20;35;116;6;3;45;57;1;41;56
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;001;BIRAČKO MJESTO 1. GALA;OŠ IVAN MAŽURANIĆ - PODRUČNA ŠKOLA GALA;GALA;807;423;423;412;11;8;6;33;160;11;6;118;18;1;14;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;002;BIRAČKO MJESTO 2. GORNJI OTOK;OŠ KAMEŠNICA U OTOKU;GORNJI OTOK;1727;1079;1076;1031;45;27;18;76;417;18;12;277;44;5;17;120
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;003;BIRAČKO MJESTO 3. UDOVIČIĆI;OŠ KAMEŠNICA - PODRUČNA ŠKOLA UDOVIČIĆI;UDOVIČIĆI;324;212;212;202;10;2;5;18;68;2;3;54;4;1;27;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;004;BIRAČKO MJESTO 4. DONJI OTOK;OŠ KAMEŠNICA U OTOKU;DONJI OTOK;1025;605;605;582;23;8;8;55;284;7;3;145;18;2;10;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;005;BIRAČKO MJESTO 5. RUDA;OŠ KAMEŠNICA - PODRUČNA ŠKOLA RUDA;RUDA;790;379;379;365;14;13;4;17;153;4;3;108;13;2;17;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;001;BIRAČKO MJESTO BR. 1 - POLJICA;PODRUČNA ŠKOLA POLJICA;HRVATSKIH BRANITELJA 107;691;445;445;421;24;6;13;41;184;5;3;104;16;6;3;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;002;BIRAČKO MJESTO BR. 2 - KRIVODOL;"OŠ ""TIN UJEVIĆ""";IVANA PAVLA II 16;395;254;254;237;17;1;8;21;105;3;3;58;13;6;12;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;003;BIRAČKO MJESTO BR. 3 - GRUBINE;PODRUČNA ŠKOLA GRUBINE;ULICA TINA UJEVIĆA 1;829;580;580;539;41;2;8;51;252;5;9;116;49;3;4;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;004;BIRAČKO MJESTO BR. 4 - IVANBEGOVINA;PODRUČNA ŠKOLA IVANBEGOVINA;IVANBEGOVINA 16;241;178;178;174;4;0;2;12;65;4;4;69;7;1;1;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;005;BIRAČKO MJESTO BR. 5 - HRŠĆEVANI;PODRUČNA ŠKOLA HRŠĆEVANI;TINA UJEVIĆA 1;339;226;226;220;6;2;3;26;112;5;1;59;4;1;1;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;006;BIRAČKO MJESTO BR. 6 - KAMENMOST;PODRUČNA ŠKOLA KAMENMOST;PUT ŠKOLE 8;439;266;266;246;20;0;7;10;88;0;0;94;12;2;17;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;007;BIRAČKO MJESTO BR. 7 - DRUM;PODRUČNA ŠKOLA DRUM;ULICA DOMOVINSKOG RATA 35;579;403;403;390;13;9;5;33;185;10;6;95;12;1;12;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;008;PODBABLJE GORNJE;PODRUČNA ŠKOLA PODBABLJE GORNJE;TRG HRVATSKOG VITEZA MILANA TRUTINA ŠILJE 1;460;260;260;254;6;1;2;22;158;2;0;38;12;1;1;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;001;PODGORA;ZGRADA OPĆINE;PODGORA, A.K. MIOŠIĆA 2;1231;760;760;725;35;18;33;34;165;3;8;73;188;14;155;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;002;DRAŠNICE;OSNOVNA ŠKOLA - DON M.PAVLINOVIĆ;DRAŠNICE, DRAŠNICE 127;301;177;177;168;9;6;8;0;61;1;1;22;42;2;17;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;003;IGRANE;TURISTIČKI URED-DVORANA;IGRANE  , IGRANE 153;375;223;222;211;11;5;16;17;66;2;4;14;35;1;20;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;004;ŽIVOGOŠĆE;"OSNOVNA ŠKOLA ""DON MIHOVIL PAVLINOVIĆ""";ŽIVOGOŠĆE, PORAT 87;536;252;252;242;10;3;7;10;53;3;6;23;78;3;43;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;001;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;980;385;385;369;16;2;27;60;124;2;9;70;13;3;14;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;002;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;891;333;333;325;8;2;26;31;102;4;6;84;19;3;15;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;003;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;836;227;227;225;2;2;12;33;55;3;12;60;16;0;10;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;004;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;659;279;279;273;6;0;14;39;102;1;11;65;7;0;12;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;005;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;711;254;254;245;9;1;17;40;72;4;13;59;13;0;5;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;006;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;746;293;293;278;15;0;29;24;97;4;7;73;8;4;14;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;007;PODSTRANA - GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE  TUĐMANA 3;859;376;376;368;8;3;25;28;154;6;10;64;13;4;21;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;008;PODSTRANA-GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;733;331;329;321;8;6;16;44;151;5;8;48;15;0;8;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;009;PODSTRANA-GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;786;280;280;274;6;3;22;31;101;3;9;54;14;3;9;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;010;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;713;281;281;270;11;3;20;36;96;0;4;50;17;1;20;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;011;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;706;259;259;246;13;7;19;19;83;3;4;63;12;1;14;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;012;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;695;268;268;258;10;3;16;30;98;6;3;39;11;3;14;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;POSTIRA;001;POSTIRA;"DJEČJI VRTIĆ ""GRDELIN""";POSTIRA;1382;703;703;660;43;13;23;33;367;15;10;51;34;4;84;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;POSTIRA;002;DOL;PROSTORIJE MJESNOG UREDA (UDRUGA HRAPAĆUŠA);DOL;113;67;67;63;4;2;0;4;37;2;0;3;1;0;14;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;001;BIRAČKO MJESTO 1. BOGDANOVIĆI;DOM MJESNOG  ODBORA;BOGDANOVIĆI, PUT ANTE DUKE 1;140;74;74;72;2;0;0;4;53;0;0;0;2;0;1;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;002;BIRAČKO MJESTO 2. LABIN;ST. ŠKOLSKA ZGRADA;LABIN, PUT MATE MOTIKE 6;101;72;72;67;5;0;3;9;28;2;1;8;5;0;4;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;003;BIRAČKO MJESTO 3. PRGOMET;OŠ PRGOMET;PRGOMET, CESTA DR. F. TUĐMANA 11;90;60;60;58;2;0;0;4;32;1;0;9;0;0;3;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;004;BIRAČKO MJESTO 4. SITNO;DOM MJESNOG  ODBORA;SITNO, CESTA SV. JURE 2;84;73;73;72;1;0;0;1;58;1;0;6;1;0;1;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;005;BIRAČKO MJESTO 5. TROLOKVE;BIVŠA ŠKOLA;TROLOKVE, CESTA DOMOVINSKOG RATA 13;99;56;56;56;0;0;0;4;36;2;0;6;3;0;1;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRIMORSKI DOLAC;001;BIRAČKO MJESTO 1;OPĆINA PRIMORSKI DOLAC - OPĆINSKA VIJEĆNICA;PRIMORSKI DOLAC 2;662;534;534;495;39;18;11;25;213;24;8;46;29;2;19;100
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;001;RIČICE;PODRUČNA ŠKOLA;RIČICE;297;108;108;105;3;1;0;24;60;0;1;8;4;1;1;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;002;PODI;"PODRUČNA ŠKOLA ""BRLOG""";PODI;268;182;182;181;1;2;5;18;109;2;2;16;16;3;3;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;003;BUDIM;KUĆA GRGE BLAŽEVIĆA;BUDIM;677;423;423;415;8;3;7;40;243;3;3;40;44;5;8;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;004;NUGA;PROSTORIJA MJESNOG ODBORA, NUGA;NUGA;326;197;196;189;7;0;1;19;126;2;6;8;15;1;1;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;005;BRDO;PODRUČNA ŠKOLA METERI;BRDO;211;118;118;114;4;3;3;11;52;0;3;17;14;0;0;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;006;PROLOŽAC;MJESNI DOM;PROLOŽAC;444;298;298;287;11;2;8;53;116;7;6;42;27;0;9;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;007;LUG;PROSTORIJA MJESNOG ODBORA (LOVAČKA KUĆA);LUG;418;300;300;294;6;2;1;32;156;3;3;33;44;1;4;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;008;BULJANIJA;KUĆA DANE IVANKA;BULJANIJA;368;226;226;218;8;3;0;37;111;4;2;28;13;2;1;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;009;ŠUMET;PROSTORIJE MJESNOG ODBORA;ŠUMET;257;168;168;162;6;3;0;7;86;2;3;26;16;1;5;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;001;PUČIŠĆA;IZLOŽBENA DVORANA KNJIŽNICE ''HRVATSKI SKUP'';PUČIŠĆA;1319;788;788;756;32;21;98;18;247;9;5;112;74;17;102;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;002;GORNJI HUMAC;DVORANA DRUŠTVENOG DOMA NA MJESNOM TRGU U GORNJEM HUMCU;GORNJI HUMAC;251;169;169;159;10;1;8;6;73;1;2;24;4;1;26;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;003;PRAŽNICE;PROSTORIJE DRUŠ. DOMA;PRAŽNICE;291;236;236;222;14;8;5;4;127;5;2;16;15;1;17;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;001;SLIVNO;SLIVNO CENTAR;SLIVNO;214;97;97;88;9;0;3;16;39;1;1;16;2;0;0;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;002;SLIVNO;"OSNOVNA ŠKOLA ""VRDOLJACI""";SLIVNO;103;40;40;40;0;1;0;5;32;0;1;0;0;0;1;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;003;RUNOVIĆI-SEBIŠINA;PODRUČNA ŠKOLA SEBIŠINA;RUNOVIĆI-SEBIŠINA;165;111;111;108;3;0;1;25;65;0;1;14;1;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;004;RUNOVIĆI;LJUBIČIĆA KUĆA;RUNOVIĆI;247;177;177;173;4;2;4;13;118;0;3;18;7;0;0;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;005;RUNOVIĆI;DOM KULTURE;RUNOVIĆI;704;504;503;477;26;2;12;61;252;8;9;66;26;2;5;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;006;RUNOVIĆI;ČANTINA KUĆA;RUNOVIĆI;553;426;425;404;21;4;7;44;193;3;3;76;28;3;6;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;007;RUNOVIĆI;PODOSOJE;PODOSOJE;35;27;27;26;1;1;0;0;18;0;2;4;0;0;0;1
