Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;BLAŽENKO BOBAN;TONI JURIŠIĆ-SOKIĆ;IVICA KUKAVICA;RANKO OSTOJIĆ;ANTE PRANIĆ;MATE ŠIMUNDIĆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;004;BIRAČKO MJESTO 4. DONJI OTOK;OŠ KAMEŠNICA U OTOKU;DONJI OTOK;1025;605;605;580;25;404;29;48;16;16;67
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;OTOK;005;BIRAČKO MJESTO 5. RUDA;OŠ KAMEŠNICA - PODRUČNA ŠKOLA RUDA;RUDA;790;379;379;364;15;228;25;48;27;16;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;001;BIRAČKO MJESTO BR. 1 - POLJICA;PODRUČNA ŠKOLA POLJICA;HRVATSKIH BRANITELJA 107;691;445;445;419;26;197;13;147;8;21;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;002;BIRAČKO MJESTO BR. 2 - KRIVODOL;"OŠ ""TIN UJEVIĆ""";IVANA PAVLA II 16;395;254;254;243;11;109;4;88;11;14;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;003;BIRAČKO MJESTO BR. 3 - GRUBINE;PODRUČNA ŠKOLA GRUBINE;ULICA TINA UJEVIĆA 1;829;583;583;545;38;257;12;173;6;51;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;004;BIRAČKO MJESTO BR. 4 - IVANBEGOVINA;PODRUČNA ŠKOLA IVANBEGOVINA;IVANBEGOVINA 16;241;178;178;172;6;63;2;88;1;11;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;005;BIRAČKO MJESTO BR. 5 - HRŠĆEVANI;PODRUČNA ŠKOLA HRŠĆEVANI;TINA UJEVIĆA 1;339;226;226;225;1;124;3;79;0;5;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;006;BIRAČKO MJESTO BR. 6 - KAMENMOST;PODRUČNA ŠKOLA KAMENMOST;PUT ŠKOLE 8;439;266;266;248;18;86;4;114;21;12;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;007;BIRAČKO MJESTO BR. 7 - DRUM;PODRUČNA ŠKOLA DRUM;ULICA DOMOVINSKOG RATA 35;579;405;405;393;12;209;7;129;10;11;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODBABLJE;008;PODBABLJE GORNJE;PODRUČNA ŠKOLA PODBABLJE GORNJE;TRG HRVATSKOG VITEZA MILANA TRUTINA ŠILJE 1;460;260;260;258;2;155;2;72;2;13;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;001;PODGORA;ZGRADA OPĆINE;PODGORA, A.K. MIOŠIĆA 2;1231;760;760;720;40;204;16;40;181;248;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;002;DRAŠNICE;OSNOVNA ŠKOLA - DON M.PAVLINOVIĆ;DRAŠNICE, DRAŠNICE 127;301;177;177;168;9;78;4;23;20;39;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;003;IGRANE;TURISTIČKI URED-DVORANA;IGRANE  , IGRANE 153;375;223;222;207;15;82;14;11;30;55;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODGORA;004;ŽIVOGOŠĆE;"OSNOVNA ŠKOLA ""DON MIHOVIL PAVLINOVIĆ""";ŽIVOGOŠĆE, PORAT 87;535;251;251;244;7;67;5;13;55;96;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;001;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;980;385;385;370;15;161;26;64;25;38;56
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;002;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;891;334;334;324;10;127;17;82;30;25;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;003;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;836;227;227;220;7;71;18;46;16;29;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;004;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;659;279;279;272;7;119;13;54;21;18;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;005;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;711;254;254;245;9;90;11;60;16;21;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;006;STROŽANAC;OSNOVNA ŠKOLA STROŽANAC;BLATO 1;746;293;293;277;16;125;11;66;18;32;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;007;PODSTRANA - GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE  TUĐMANA 3;859;376;368;356;12;155;31;62;34;37;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;008;PODSTRANA-GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;733;331;331;320;11;168;12;53;17;20;50
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;009;PODSTRANA-GRLJEVAC;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;786;280;280;270;10;122;15;48;20;33;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;010;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;713;281;281;269;12;115;13;45;32;29;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;011;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;706;259;259;244;15;106;12;50;30;27;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PODSTRANA;012;PODSTRANA;ZGRADA OPĆINE;TRG FRANJE TUĐMANA 3;695;268;268;259;9;129;12;32;30;22;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;POSTIRA;001;POSTIRA;"DJEČJI VRTIĆ ""GRDELIN""";POSTIRA;1382;703;703;663;40;440;16;31;106;27;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;POSTIRA;002;DOL;PROSTORIJE MJESNOG UREDA (UDRUGA HRAPAĆUŠA);DOL;113;67;67;65;2;42;1;2;16;0;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;001;BIRAČKO MJESTO 1. BOGDANOVIĆI;DOM MJESNOG  ODBORA;BOGDANOVIĆI, PUT ANTE DUKE 1;140;74;74;74;0;63;5;0;2;2;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;002;BIRAČKO MJESTO 2. LABIN;ST. ŠKOLSKA ZGRADA;LABIN, PUT MATE MOTIKE 6;101;72;72;67;5;39;0;2;7;10;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;003;BIRAČKO MJESTO 3. PRGOMET;OŠ PRGOMET;PRGOMET, CESTA DR. F. TUĐMANA 11;90;60;60;58;2;37;5;1;5;4;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;004;BIRAČKO MJESTO 4. SITNO;DOM MJESNOG  ODBORA;SITNO, CESTA SV. JURE 2;84;73;73;72;1;66;0;3;2;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRGOMET;005;BIRAČKO MJESTO 5. TROLOKVE;BIVŠA ŠKOLA;TROLOKVE, CESTA DOMOVINSKOG RATA 13;99;56;56;56;0;37;11;3;3;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PRIMORSKI DOLAC;001;BIRAČKO MJESTO 1;OPĆINA PRIMORSKI DOLAC - OPĆINSKA VIJEĆNICA;PRIMORSKI DOLAC 2;662;534;534;502;32;316;45;29;38;41;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;001;RIČICE;PODRUČNA ŠKOLA;RIČICE;297;108;108;107;1;66;1;19;1;2;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;002;PODI;"PODRUČNA ŠKOLA ""BRLOG""";PODI;268;182;182;181;1;99;4;50;4;12;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;003;BUDIM;KUĆA GRGE BLAŽEVIĆA;BUDIM;677;423;423;417;6;235;6;99;7;38;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;004;NUGA;PROSTORIJA MJESNOG ODBORA, NUGA;NUGA;326;197;196;191;5;131;4;25;1;17;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;005;BRDO;PODRUČNA ŠKOLA METERI;BRDO;211;118;118;115;3;56;5;31;0;13;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;006;PROLOŽAC;MJESNI DOM;PROLOŽAC;444;298;298;288;10;120;3;88;8;26;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;007;LUG;PROSTORIJA MJESNOG ODBORA (LOVAČKA KUĆA);LUG;418;300;300;295;5;154;8;70;5;41;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;008;BULJANIJA;KUĆA DANE IVANKA;BULJANIJA;368;226;226;221;5;121;4;56;2;12;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PROLOŽAC;009;ŠUMET;PROSTORIJE MJESNOG ODBORA;ŠUMET;257;168;168;159;9;89;1;44;5;14;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;001;PUČIŠĆA;IZLOŽBENA DVORANA KNJIŽNICE ''HRVATSKI SKUP'';PUČIŠĆA;1319;788;787;744;43;342;24;92;158;100;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;002;GORNJI HUMAC;DVORANA DRUŠTVENOG DOMA NA MJESNOM TRGU U GORNJEM HUMCU;GORNJI HUMAC;251;169;169;160;9;91;6;12;36;9;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;PUČIŠĆA;003;PRAŽNICE;PROSTORIJE DRUŠ. DOMA;PRAŽNICE;291;236;236;217;19;142;17;9;27;17;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;001;SLIVNO;SLIVNO CENTAR;SLIVNO;214;97;97;88;9;46;5;18;0;4;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;002;SLIVNO;"OSNOVNA ŠKOLA ""VRDOLJACI""";SLIVNO;103;40;40;40;0;33;0;0;1;1;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;003;RUNOVIĆI-SEBIŠINA;PODRUČNA ŠKOLA SEBIŠINA;RUNOVIĆI-SEBIŠINA;165;111;111;108;3;67;0;19;0;5;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;004;RUNOVIĆI;LJUBIČIĆA KUĆA;RUNOVIĆI;247;177;177;174;3;122;0;30;2;11;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;005;RUNOVIĆI;DOM KULTURE;RUNOVIĆI;704;504;503;486;17;295;12;119;9;17;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;006;RUNOVIĆI;ČANTINA KUĆA;RUNOVIĆI;553;426;426;399;27;215;10;119;5;19;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;RUNOVIĆI;007;RUNOVIĆI;PODOSOJE;PODOSOJE;35;27;27;26;1;17;0;8;1;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;001;BIRAČKO MJESTO BR. 1. U LJUBITOVICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";LJUBITOVICA;391;249;249;233;16;157;19;17;19;9;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;002;BIRAČKO MJESTO BR. 2. U PRAPATNICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";PRAPATNICA;148;115;115;113;2;84;4;6;14;5;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;003;BIRAČKO MJESTO BR. 3. U SEGETU GORNJEM;ZADRUŽNI DOM SEGET GORNJI;SEGET GORNJI;148;108;108;98;10;74;1;5;7;7;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;004;BIRAČKO MJESTO BR. 4. U BRISTIVICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";BRISTIVICA;291;213;213;208;5;165;9;7;4;8;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;005;BIRAČKO MJESTO BR. 5. U SEGET VRANJICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";SEGET VRANJICA;1027;560;560;541;19;302;18;40;88;56;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;006;BIRAČKO MJESTO BR. 6. SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRV. VITEZA ŠPIRA ŠEVE FRZELINA  1;797;493;493;463;30;281;0;32;72;42;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;007;BIRAČKO MJESTO BR. 7. U SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRVATSKOG VITEZA ŠPIRA ŠEVE FRZELINA 1;933;591;587;551;36;289;15;59;134;29;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;008;BIRAČKO MJESTO BR. 8 U SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRVATSKOG VITEZA ŠPIRO ŠEVO FRZELIN 1;595;357;357;333;24;171;13;35;69;33;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;001;SELCA;ZGRADA OPĆINE SELCA -SELCA;TRG STJEPANA RADIĆA 5;773;490;490;466;24;191;22;44;145;51;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;002;SUMARTIN;ZGRADA OSNOVNE ŠKOLE-SUMARTIN;PORAT 1;474;238;238;222;16;112;7;13;60;17;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;003;NOVO SELO;DRUŠTVENA PROSTORIJA - NOVO SELO;PJACA;144;81;81;76;5;43;10;5;15;0;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;004;POVLJA;SPORTSKA DVORANA - POVLJA (ZADRUŽNI DOM);RIVA 1;376;181;181;172;9;49;5;9;98;5;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUĆURAJ;001;SUĆURAJ;"OŠ ""ANTE ANĐELINOVIĆ""";SUĆURAJ, TRG PARK 5;337;180;180;175;5;106;5;9;32;18;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUĆURAJ;002;BOGOMOLJE;PROSTORIJE PODRUČNE ŠKOLE BOGOMOLJE;BOGOMOLJE, SRID SELA 16;155;59;59;53;6;27;1;2;16;6;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUTIVAN;001;SUTIVAN;PROSTORIJE PODRUČNE ŠKOLE SUTIVAN;SUTIVAN,  KALA O KONGULI BR. 2;989;723;723;664;59;321;28;28;186;66;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;001;GRABOVAC CENTAR;OBITELJSKA KUĆA IVANA ŠARIĆA POK. MIRA;GRABOVAC-CENTAR 129;217;119;119;115;4;64;4;4;5;7;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;002;GRABOVAC GORIČAJ;PROSTORIJE OSNOVNE ŠKOLE, GRABOVAC;GRABOVAC GORIČAJ;122;64;64;60;4;35;5;3;2;5;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;003;ŽEŽEVICA-PRIVIJA;BIVŠI ZADRUŽNI DOM U VLASNIŠTVU M.B.PRINT D.O.O.;ŽEŽEVICA PRIVIJA;148;76;76;71;5;35;4;2;4;9;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;004;ŽEŽEVICA-ORJE;PROSTORIJE OSNOVNE ŠKOLE, ŽEŽEVICA ORJE;ŽEŽEVICA ORJE;191;101;101;97;4;59;6;4;2;3;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;005;ŠESTANOVAC;PROSTORIJE OSNOVNE ŠKOLE;ŠESTANOVAC;405;225;225;211;14;124;11;6;8;24;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;006;KREŠEVO POLJE;PROSTORIJE OSNOVNE ŠKOLE, KREŠEVO POLJE;KREŠEVO POLJE;112;77;77;75;2;44;5;9;3;3;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;007;KATUNI POLJE;OBITELJSKA KUĆA TONKE MANDUŠIĆ Ž. JOŠKA;KATUNI, RADOBILJSKA CESTA 20;248;146;146;141;5;92;8;9;3;9;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;008;KREŠEVO BRDO;"PROSTORIJE ""KUD-A RADOBILJA"", KREŠEVO BRDO";MASLOVLJEVA LOKVA 3, KREŠEVO BRDO;131;83;83;80;3;39;1;6;0;6;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;009;KATUNI BRDO;"PROSTORIJE OSNOVNE ŠKOLE ""BALIĆI"", KATUNI BRDO";KATUNI BRDO;93;70;70;69;1;58;0;0;0;2;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;010;KATUNI PRPUŠA;OBITELJSKA KUĆA MATE VUKUŠIĆA SIN VLADIMIRA;KATUNI PRPUŠA, DR.FRANJE TUĐMANA 6;162;101;101;95;6;67;2;3;1;2;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;001;MASLINICA;TURISTIČKI URED;MASLINICA;296;162;162;152;10;45;1;8;58;23;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;002;DONJE SELO;PROSTORIJE BRATSKE KUĆE;DONJE SELO;226;134;134;127;7;41;9;8;41;23;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;003;SREDNJE SELO;PROSTORIJE MJESNOG ODBORA;SREDNJE SELO;131;83;83;78;5;17;7;4;15;29;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;004;GROHOTE;PROSTORIJE DOMA KULTURE;GROHOTE;444;252;252;233;19;77;13;12;56;61;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;005;ROGAČ;TURISTIČKI URED ROGAČ, ROGAČ;ROGAČ;154;85;85;78;7;20;2;5;29;16;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;006;NEČUJAM;PROSTORIJE MJESNOG ODBORA;NEČUJAM;367;188;188;184;4;56;7;7;70;35;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;007;GORNJE SELO;PROSTORIJE MJESNOG ODBORA;GORNJE SELO;295;184;184;170;14;66;5;12;28;48;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;008;STOMORSKA;PROSTORIJE MJESNOG ODBORA;STOMORSKA;403;242;242;230;12;67;14;9;68;60;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;TUČEPI;001;BIRAČKO MJESTO 1 - TUČEPI;OSNOVNA ŠKOLA TUČEPI;KRAJ 17;1589;1075;1074;1007;67;362;18;71;276;255;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;TUČEPI;002;BIRAČKO MJESTO 2 - TUČEPI;"ETNO ZBIRKA ""ŠKRINJICA""";SRIDA SELA 7A, GORNJI TUČEPI;105;50;50;48;2;23;1;2;8;10;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZADVARJE;001;ZADVARJE;NOVA ZGRADA OPĆINE;ULICA  SV. KATE 28, ZADVARJE;230;186;186;172;14;78;4;15;20;28;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;001;ZAGVOZD;OSNOVNA ŠKOLA ZAGVOZD;ZAGVOZD;668;339;339;321;18;200;9;35;3;27;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;002;KRSTATICE;OSNOVNA ŠKOLA;KRSTATICE;82;32;32;32;0;23;0;5;0;1;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;003;BIOKOVSKO SELO;KUĆA MLADENA BAKOTE;DONJE BAKOTE  BR. 52;41;13;13;13;0;9;0;2;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;004;RAŠĆANI GORNJI;KUĆA DANIJELE LENDIĆA U LENDIĆA;RAŠĆANI GORNJI-LENDIĆI 16;27;13;13;13;0;13;0;0;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;005;ŽUPA;KUĆA IVANA MILOŠA;ULICA GARMAZI 13;34;15;15;15;0;10;0;2;1;1;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;006;RASTOVAC;KUĆA MIRKO DEDIĆ;RASTOVAC BR. 204;187;71;71;69;2;43;2;5;2;4;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZMIJAVCI;001;ZMIJAVCI;"OŠ ""ŠUTE""";ZMIJAVCI;774;572;571;549;22;281;7;184;5;30;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZMIJAVCI;002;ZMIJAVCI;OŠ ZMIJAVCI (POLJETINA);ZMIJAVCI;896;606;606;593;13;287;9;193;22;33;49
