Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ANA BOLŠEC;STJEPAN KOŽIĆ;DOMAGOJ LOVRIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;012;OKEŠINEC;DRUŠTVENI DOM;OKEŠINEC, ČESMANSKA ULICA130;322;129;129;123;6;17;67;4;35
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;013;VEZIŠĆE;DRUŠTVENI DOM;VEZIŠĆE 31;216;81;81;78;3;11;40;12;15
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;014;OBEDIŠĆE;DRUŠTVENI DOM;OBEDIŠĆE, ZAGREBAČKA ULICA 113;501;176;176;165;11;20;99;21;25
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;015;NOVOSELEC I;VATROGASNI DOM;NOVOSELEC, MOSLAVAČKA ULICA 115;586;243;243;233;10;24;116;23;70
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;016;NOVOSELEC II;OBJEKT DJEČJEG VRTIĆA U NOVOSELCU;NOVOSELEC, ULICA HRVATSKE MLADEŽI 23 A;566;229;229;220;9;25;103;24;68
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;017;KRIŽ I;OSNOVNA ŠKOLA MILKE TRNINE;KRIŽ, ŠKOLSKA ULICA 20;601;325;325;308;17;46;153;12;97
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;018;KRIŽ II;OSNOVNA ŠKOLA MILKE TRNINE;KRIŽ, ŠKOLSKA ULICA 20;435;245;245;231;14;17;99;17;98
01;ZAGREBAČKA ŽUPANIJA;općina;KRIŽ;019;KRIŽ III;"DOM U DONJEM KRIŽU (""PATROLNICA"")";KRIŽ, MOSLAVAČKA ULICA 2;444;184;184;175;9;17;96;20;42
01;ZAGREBAČKA ŽUPANIJA;općina;LUKA;001;BIRAČKO MJESTO BROJ 1. LUKA-ŽEJINCI;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;709;502;501;477;24;30;364;36;47
01;ZAGREBAČKA ŽUPANIJA;općina;LUKA;002;BIRAČKO MJESTO BROJ 2. KRAJSKA VES-PLUSKA-VADINA;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;438;302;301;290;11;13;239;11;27
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;001;KRAJ GORNJI I BIJELA GORICA;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIĆA 40;280;146;146;144;2;9;100;6;29
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;002;MARIJA GORICA;ZGRADA OPĆINE;MARIJA GORICA, GORIČKA 18/A;549;318;318;296;22;16;197;28;55
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;003;SVETI KRIŽ;DRUŠTVENI DOM;SVETI KRIŽ, BRDOVEČKA ULICA BB;378;173;173;162;11;8;87;18;49
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;004;TRSTENIK;DRUŠTVENI DOM;TRSTENIK, ANTE KOVAČIĆA 17;295;118;118;109;9;7;63;11;28
01;ZAGREBAČKA ŽUPANIJA;općina;MARIJA GORICA;005;KRAJ DONJI;DRUŠTVENI DOM KRAJ DONJI;KRAJ DONJI, DUBRAVIČKA ULICA 130;403;215;215;205;10;12;129;15;49
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;001;BUKEVJE;VATROGASNO-DRUŠTVENI DOM;BUKEVJE  80;466;236;236;232;4;9;170;10;43
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;002;DRNEK;VATROGASNI DOM;DRNEK BB;260;109;109;104;5;3;70;3;28
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;003;VRBOVO POSAVSKO;VATROGASNI DOM;VRBOVO POSAVSKO BB;198;76;76;72;4;6;53;6;7
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;004;VELEŠEVEC;DRUŠTVENI DOM;VELEŠEVEC 81;416;152;152;146;6;5;91;10;40
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;005;RUČA;VATROGASNI DOM;RUČA BB;193;95;95;90;5;3;55;7;25
01;ZAGREBAČKA ŽUPANIJA;općina;ORLE;006;SUŠA;VATROGASNI DOM;SUŠA BB;83;38;38;38;0;3;28;0;7
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;001;BIRAČKO MJESTO BR.1 - PISAROVINA;ZGRADA OPĆINE;TRG HRVATSKIH VELIKANA 1, PISAROVINA;459;251;251;241;10;18;111;20;92
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;002;BIRAČKO MJESTO BR.2 - VELIKA JAMNIČKA;KUĆA STJEPANA POLDRUGAČ;VELIKA JAMNIČKA 9 A;170;85;85;81;4;3;48;6;24
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;003;BIRAČKO MJESTO BR.3 - DVORANCI;KUĆA MARICE BRITVEC;DVORANCI 74;139;63;63;63;0;3;46;3;11
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;004;BIRAČKO MJESTO BR.4 - BRATINA;DRUŠTVENI DOM BRATINA;BRATINA;607;222;222;213;9;21;107;14;71
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;005;BIRAČKO MJESTO BR.5-BREGANA PISAROVINSKA;ZGRADA STARE ŠKOLE;BREGANA PISAROVINSKA;285;111;111;104;7;9;49;7;39
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;006;BIRAČKO MJESTO BR.6 - LIJEVO SREDIČKO;DRUŠTVENI DOM LIJEVO SREDIČKO;LIJEVO SREDIČKO;176;77;77;76;1;3;41;10;22
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;007;BIRAČKO MJESTO BR.7 - GRADEC POKUPSKI;DRUŠTVENI DOM GRADEC POKUPSKI;GRADEC POKUPSKI;96;58;58;54;4;5;22;9;18
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;008;BIRAČKO MJESTO BR.8 - SELSKO BRDO;DRUŠTVENI DOM SELSKO BRDO (DVD);SELSKO BRDO;92;42;42;42;0;1;25;3;13
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;009;BIRAČKO MJESTO BR.9 - LUČELNICA;DRUŠTVENI DOM LUČELNICA;LUČELNICA;237;109;109;108;1;6;78;3;21
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;010;BIRAČKO MJESTO BR.10 - DONJA KUPČINA;DRUŠTVENI DOM DONJA KUPČINA;DONJA KUPČINA;786;248;248;233;15;9;117;33;74
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;001;LUKINIĆ BRDO;DOM KULTURE KRPEČANCI (KONTEJNER);LUKINIĆ BRDO, KRPEČANCI 44;261;168;168;156;12;8;124;11;13
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;002;STREZOJEVO;DOM KULTURE HOTNJA;HOTNJA, GORNJI KOSI 6;109;91;91;90;1;3;77;2;8
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;003;ŠESTAK BRDO;POSLOVNI PROSTOR VL. IVAN I IVANA ANTOLOVIĆ;ŠESTAK BRDO 4;126;103;103;98;5;7;60;16;15
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;004;HOTNJA;DOM KULTURE HOTNJA;GORNJI KOSI 6;197;166;166;157;9;1;107;20;29
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;005;POKUPSKI GLADOVEC;POMOĆNI OBJEKT VL. MARIJA MEDVED;GLADOVEC POKUPSKI, GLADOVEC 21;153;106;106;103;3;12;74;5;12
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;006;POKUPSKO;ZGRADA OPĆINE POKUPSKO;TRG PAVLA ŠTOOSA 15;173;139;139;135;4;7;88;12;28
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;007;POKUPSKO CERJE;POMOĆNI OBJEKT VL. ZDRAVKO SUČEC;CERJE POKUPSKO 29;66;41;41;41;0;0;38;2;1
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;008;LIJEVI ŠTEFANKI;DOM HRVATSKIH BRANITELJA;LIJEVI ŠTEFANKI, ULICA HRVATSKIH BRANITELJA 28;189;136;136;127;9;5;71;12;39
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;009;AUGUŠTANOVEC;SJENICA AUGUŠTANOVEC;PUT SV. ILIJE 53A;96;68;68;64;4;6;43;3;12
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;010;LIJEVI DEGOJ;ZGRADA OPĆINE POKUPSKO;POKUPSKO, TRG PAVLA ŠTOOSA 15;52;20;20;20;0;0;18;0;2
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;011;OPATIJA;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;145;93;93;92;1;2;71;5;14
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;012;ROŽENICA I;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;105;84;84;76;8;6;52;8;10
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;013;ROŽENICA II;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;118;92;92;89;3;1;72;10;6
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;001;PRESEKA;ZGRADA OPĆINE;PRESEKA 57;79;43;43;42;1;2;20;0;20
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;002;SLATINA;MJESNI DOM;SLATINA BB;89;46;46;45;1;1;24;3;17
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;003;KAMENICA;OBITELJSKA KUĆA MARIJA GUDIĆA;KAMENICA 12A;55;26;26;26;0;2;19;1;4
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;004;POGANČEC;MJESNI DOM;POGANČEC BB;67;47;47;43;4;1;21;1;20
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;005;ŠELOVEC;MJESNI DOM;ŠELOVEC BB;125;48;48;46;2;0;35;2;9
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;006;VINKOVEC;MJESNI DOM;VINKOVEC BB;142;64;64;64;0;2;34;1;27
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;007;KRUŠLJEVEC;OBITELJSKA KUĆA GUČANIN BOŽICE;KRUŠLJEVEC 30;47;31;31;31;0;9;12;1;9
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;008;GORNJAKI;OBITELJSKA KUĆA HABIJANEC SLAVKA;GORNJAKI 13;36;23;23;22;1;0;18;0;4
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;009;LEDINA;MJESNI DOM;LEDINA BB;134;63;63;60;3;0;31;0;29
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;010;KRALJEV VRH-STRMEC;VATROGASNI DOM;KRALJEV VRH 11;84;65;65;63;2;1;37;0;25
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;011;ŽABNJAK;OBITELJSKA KUĆA BERNARDICE KIŠUR;ŽABNJAK 26;46;18;18;17;1;0;9;0;8
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;012;DONJA VELIKA;KUĆA LEŠČIĆ ĐURE;DONJA VELIKA 26;48;18;18;17;1;0;9;0;8
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;013;SREDNJA VELIKA;OBITELJSKA KUĆA  HRGOVAN DAVORA;SREDNJA VELIKA 13A;32;14;14;14;0;0;7;0;7
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;014;GORNJA VELIKA;OBITELJSKA KUĆA STJEPANA ZAREPA;GORNJA VELIKA 12;47;30;30;30;0;1;19;0;10
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;001;BIRAČKO MJESTO BROJ 1.;DONJA PUŠĆA;DRUŠTVENI DOM, KUMROVEČKA 107;839;441;441;428;13;18;281;25;104
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;002;BIRAČKO MJESTO BROJ 2.;DONJA PUŠĆA;DRUŠTVENI DOM - PROSTORIJA MJESNOG ODBORA, KUMROVEČKA 107/I;460;253;253;241;12;18;153;10;60
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;003;BIRAČKO MJESTO BROJ 3.;BREGOVLJANA;KUĆA CIRKVENI ŽELJKE, BREGOVLJANSKA 64;114;47;47;46;1;1;33;3;9
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;004;BIRAČKO MJESTO BROJ 4.;HRUŠEVEC PUŠĆANSKI;KUĆA FILKOVIĆ DRAGUTINA, JOSIPA MILIĆA 8;186;94;94;92;2;4;56;6;26
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;005;BIRAČKO MJESTO BROJ 5.;HREBINE;KUĆA MAKOVIĆ IVANA, ULICA MATIJE GUPCA 24;279;131;131;125;6;10;63;9;43
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;006;BIRAČKO MJESTO BROJ 6.;DUBRAVA PUŠĆANSKA;KUĆA MIHALINEC SLAVICE, DUBROVAČKA CESTA 36;163;67;67;65;2;6;29;5;25
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;007;BIRAČKO MJESTO BROJ 7.;MARIJA MAGDALENA;VATROGASNI DOM MARIJA MAGDALENA, DUGANSKA BB;189;137;137;129;8;4;99;3;23
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;001;RAKOVEC;OPĆINA RAKOVEC;RAKOVEC 54;188;126;126;125;1;1;101;7;16
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;002;MLAKA;DRUŠTVENI DOM;MLAKA 30;79;74;74;73;1;0;69;1;3
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;003;DROPČEVEC;OBITELJSKA KUĆA STJEPANA VINCEKA;DROPČEVEC 2;54;53;53;53;0;0;53;0;0
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;004;BANIČEVEC;DRUŠTVENI DOM;BANIČEVEC 39;148;146;146;146;0;1;141;0;4
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;005;DVORIŠĆE;DRUŠTVENI DOM;DVORIŠĆE 14;131;87;87;83;4;0;70;2;11
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;006;VALETIĆ;OBITELJSKA KUĆA VALENTA NAPASTA;VALETIĆ 51;39;23;23;23;0;1;19;0;3
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;007;HRUŠKOVEC;DRUŠTVENI DOM;HRUŠKOVEC 6A;57;34;34;33;1;0;31;0;2
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;008;HUDOVO;DRUŠTVENI DOM;HUDOVO 22;79;38;38;37;1;0;25;3;9
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;009;LIPNICA;DRUŠTVENI DOM;LIPNICA 31;51;36;36;36;0;0;31;0;5
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;010;BREZANI;DRUŠTVENI DOM;BREZANI 51;104;59;59;58;1;0;46;0;12
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;011;GOLI VRH;OBITELJSKA KUĆA MATIJE VIDAKA;GOLI VRH 18;44;30;30;30;0;0;30;0;0
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;001;SOP - HRUŠČICA;DOM U SOPI;SOP;509;225;224;213;11;11;128;13;61
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;002;OTOK SVIBOVSKI;DOM U OTOKU SVIBOVSKOM;OTOK SVIBOVSKI;1429;661;653;628;25;40;387;64;137
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;003;JALŠEVEC NARTSKI;DOM U JALŠEVCU NARTSKOM;JALŠEVEC NARTSKI;1938;746;746;700;46;34;485;85;96
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;004;RUGVICA;DRUŠTVENI DOM;TRG DR. FRANJE TUĐMANA 1, RUGVICA;1492;688;687;659;28;24;475;62;98
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;005;ČRNEC DUGOSELSKI;DOM U ČRNCU DUGOSELSKOM;ČRNEC DUGOSELSKI;177;97;97;89;8;3;40;25;21
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;006;ČRNEC RUGVIČKI;KUĆA HORVAT IVANA;ČRNEC RUGVIČKI, S. RADIĆA 7;65;40;40;38;2;2;21;11;4
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;007;JEŽEVO;DOM U JEŽEVU;JEŽEVO;378;208;208;200;8;2;110;25;63
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;008;OBEDIŠĆE JEŽEVSKO;DOM U OBEDIŠĆU JEŽEVSKOM;OBEDIŠĆE JEŽEVSKO;97;55;55;54;1;2;31;3;18
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;009;DONJA GREDA;DOM U DONJOJ GREDI;DONJA GREDA;102;67;67;65;2;3;22;13;27
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;010;NOVAKI OBOROVSKI;DOM U NOVAKIMA OBOROVSKIM;NOVAKI OBOROVSKI;247;117;117;113;4;3;75;10;25
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;011;PRESEKA OBOROVSKA;DOM U PRESEKI OBOROVSKOJ;PRESEKA OBOROVSKA;121;43;43;42;1;1;29;1;11
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;012;OBOROVO GORNJE;DOM  U RADIĆEVOJ ULICI;OBOROVO;201;77;77;72;5;4;48;5;15
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;013;OBOROVO DONJE;DOM U OBOROVU;OBOROVO;302;158;158;151;7;7;87;31;26
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;014;PREVLAKA;DOM U PREVLAKI;PREVLAKA;75;40;40;38;2;1;18;7;12
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;001;STUPNIK;ZGRADA OPĆINE;GORNJOSTUPNIČKA ULICA 33;1506;759;759;735;24;127;313;93;202
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;002;STUPNIK;OSNOVNA ŠKOLA STUPNIK;ULICA SVETOG BENEDIKTA 31;863;412;412;385;27;46;166;45;128
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;003;STUPNIK;IGRALIŠTE NK STUPNIK;DONJOSTUPNIČKA ULICA 47;940;450;450;427;23;50;234;47;96
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;001;BIRAČKO MJESTO BR.1 - KOSTANJEVAC;OPĆINSKA VIJEĆNICA OPĆINE ŽUMBERAK;KOSTANJEVAC 5;180;104;104;100;4;2;71;6;21
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;002;BIRAČKO MJESTO BR.2 - KUPČINA ŽUMBERAČKA;VATROGASNI DOM;KUPČINA ŽUMBERAČKA 30;78;39;39;38;1;2;26;5;5
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;003;BIRAČKO MJESTO BR.3 - ŽELJEZNO ŽUMBERAČKO;STARA ŠKOLA;ŽELJEZNO ŽUMBERAČKO;72;45;45;45;0;1;24;6;14
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;004;BIRAČKO MJESTO BR.4 - KALJE;STARA ŠKOLA KALJE;KALJE BB;81;34;34;32;2;4;23;1;4
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;005;BIR. MJESTO BR.5 - MRZLO POLJE ŽUMBERAČKO;STARA ŠKOLA;MRZLO POLJE ŽUMBERAČKO;55;38;38;38;0;1;31;0;6
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;006;BIRAČKO MJESTO BR.6 - OŠTRC;DVD OŠTRC;TUPČINA;155;97;97;91;6;3;72;4;12
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;007;BIRAČKO MJESTO BR.7 - SOŠICE;DVD SOŠICE;SOŠICE 17;107;70;70;68;2;2;40;4;22
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;008;BIRAČKO MJESTO BR.8 - VISOČE;KUĆA STIPANOVIĆ ILIJE;VISOČE 14;26;15;15;14;1;0;6;0;8
