Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAVOR FILIPOVIĆ;JOŠKO KLISOVIĆ;ANKA MRAK-TARITAŠ;DAVOR NAĐI;JELENA PAVIČIĆ VUKIČEVIĆ;VESNA ŠKARE OŽBOLT;MIROSLAV ŠKORO;ŽELJKO TOKIĆ;TOMISLAV TOMAŠEVIĆ;ZVONIMIR TROSKOT
21;GRAD ZAGREB;grad;GRAD ZAGREB;515;MARKUŠEVEC;OŠ MARKUŠEVEC, PODRUČNA ŠKOLA BAČUN;MARKUŠEVEČKA CESTA 38;736;377;377;360;17;54;18;5;5;46;39;75;2;108;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;516;MARKUŠEVEC;DRUŠTVENI DOM BIDROVEC;BIDROVEČKA CESTA 30;904;486;486;479;7;36;35;5;4;75;64;95;7;152;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;517;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA ULICA 5;801;469;469;462;7;52;43;5;5;50;20;80;1;194;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;518;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA ULICA 5;846;467;467;465;2;56;31;3;6;35;26;57;2;225;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;519;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1522;789;789;771;18;98;56;7;17;89;40;79;1;349;35
21;GRAD ZAGREB;grad;GRAD ZAGREB;520;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1491;828;827;810;17;109;58;10;8;77;49;133;2;340;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;521;VIDOVEC;OŠ MARKUŠEVEC - PODRUČNA ŠKOLA VIDOVEC;VIDOVEC 51;930;580;580;562;18;63;25;0;12;123;67;94;3;162;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;522;ADAMOVEC;PROSTORIJE MJESNOG ODBORA;ULICA KNEZA ADAMA 1;729;382;382;375;7;39;42;4;7;94;24;53;1;103;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;523;BELOVAR;VATROGASNI DOM BELOVAR;VARAŽDINSKA ULICA 36;415;200;200;199;1;18;5;4;1;68;7;30;1;63;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;524;BLAGUŠA;VATROGASNI DOM;BLAGUŠKA ULICA 63;535;281;281;274;7;19;18;0;7;62;19;34;2;104;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;525;BUDENEC;PROSTORIJE MJESNOG ODBORA;BUDENEČKA CESTA 20A;350;191;191;187;4;24;20;1;5;46;15;23;0;43;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;526;CENTAR;PODRUČNI URED SESVETE;TRG DRAGUTINA DOMJANIĆA 4;1263;467;467;462;5;48;32;2;4;58;32;65;4;189;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;527;CERJE-SESVETE;OŠ SESVETSKI KRALJEVEC - PODRUČNA ŠKOLA CERJE;PODOLNICA 8;358;198;192;189;3;24;28;1;0;32;13;34;1;53;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;528;DOBRODOL;PROSTORIJE MJESNOG ODBORA;DOBRODOLSKA CESTA 24;1424;611;611;605;6;80;39;5;15;79;28;101;6;219;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;529;DRENČEC;PROSTORIJE MJESNOG ODBORA;ULICA SLOBODE 8;122;70;70;68;2;1;10;1;0;40;2;6;0;8;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;530;DUMOVEC;PROSTORIJE MJESNOG ODBORA;ULICA VINKA SEDINIĆA 30A;885;322;322;313;9;46;18;1;3;69;20;56;4;72;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;531;ĐURĐEKOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA CESTA 35A;636;305;305;299;6;25;31;1;4;90;24;38;0;79;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;532;GAJEC;PROSTORIJE MJESNOG ODBORA;ULICA STJEPANA VOJNOVIĆA 22;277;133;133;131;2;17;10;1;1;46;9;12;0;28;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;533;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1259;545;544;536;8;64;26;6;11;72;22;112;3;174;46
21;GRAD ZAGREB;grad;GRAD ZAGREB;534;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1253;528;528;519;9;67;31;1;9;73;25;104;3;143;63
21;GRAD ZAGREB;grad;GRAD ZAGREB;535;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1220;514;513;508;5;57;46;7;8;63;24;75;1;193;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;536;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1262;588;588;580;8;69;33;3;17;73;31;92;1;195;66
21;GRAD ZAGREB;grad;GRAD ZAGREB;537;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1269;491;491;484;7;64;54;4;3;60;16;90;4;152;37
21;GRAD ZAGREB;grad;GRAD ZAGREB;538;GAJIŠĆE;OŠ SESVETE;ULICA IVANA GORANA KOVAČIĆA 19;1292;588;588;579;9;50;44;4;3;84;23;106;3;202;60
21;GRAD ZAGREB;grad;GRAD ZAGREB;539;GLAVNICA DONJA;OŠ IVANA GRANĐE - PODRUČNA ŠKOLA GLAVNICA DONJA;GLAVNIČKA CESTA 26;564;232;232;225;7;31;14;2;5;74;13;23;0;52;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;540;GLAVNICA GORNJA;PROSTORIJE MJESNOG ODBORA;GAJEVA ULICA 60;216;129;129;125;4;9;5;1;2;66;5;19;0;16;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;541;GLAVNIČICA;PROSTORIJE MJESNOG ODBORA;GLAVNIČICA 6;172;101;101;95;6;2;13;0;0;41;5;5;0;25;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;542;GORANEC;PROSTORIJE MJESNOG ODBORA;KAMENŠČICA 4;352;158;158;156;2;6;12;0;1;36;19;28;4;45;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;543;JELKOVEC;PROSTORIJE MJESNOG ODBORA;FILIPOVIĆEVA ULICA 2;1141;464;464;445;19;66;18;2;10;102;28;81;1;115;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;544;JESENOVEC;PROSTORIJE MJESNOG ODBORA;JESENOVEČKA CESTA 31;348;191;191;191;0;22;2;0;4;60;27;25;0;48;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;545;KAŠINA;PROSTORIJE MJESNOG ODBORA;CESTA IVANA MAŽURANIĆA 47;872;416;415;411;4;37;24;11;4;92;50;46;1;135;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;546;KAŠINA;VATROGASNI DOM;CESTA IVANA MAŽURANIĆA 152;464;235;235;227;8;23;14;3;8;44;30;24;0;70;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;547;KAŠINSKA SOPNICA;PROSTORIJE MJESNOG ODBORA;RUMAŠČICA 5;203;108;108;105;3;12;5;0;2;44;9;13;0;17;3
21;GRAD ZAGREB;grad;GRAD ZAGREB;548;KOBILJAK;VATROGASNI DOM;KOBILJAČKA CESTA 75;1407;562;562;549;13;82;31;4;5;93;30;113;2;156;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;549;KOBILJAK;VATROGASNI DOM;KOBILJAČKA CESTA 75;1412;533;533;528;5;69;44;4;3;76;34;82;3;173;40
21;GRAD ZAGREB;grad;GRAD ZAGREB;550;KRALJEVEČKI NOVAKI;PROSTORIJE MJESNOG ODBORA;MESCI 24;2301;838;838;831;7;104;69;3;14;128;36;149;2;237;89
21;GRAD ZAGREB;grad;GRAD ZAGREB;551;KUČILOVINA;PROSTORIJE MJESNOG ODBORA;KUČILOVEČKA CESTA 52;193;136;136;134;2;16;7;0;0;42;16;21;0;32;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;552;LUKA;OŠ LUKA-GLAVNI ULAZ;ULICA OTONA IVEKOVIĆA 16;1244;538;538;533;5;47;40;8;6;67;29;77;2;224;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;553;LUKA;OŠ LUKA-GLAVNI ULAZ;ULICA OTONA IVEKOVIĆA 16;1258;543;543;532;11;56;51;3;12;73;22;60;3;208;44
21;GRAD ZAGREB;grad;GRAD ZAGREB;554;LUŽAN;PROSTORIJE MJESNOG ODBORA;ULICA AUGUSTA ŠENOE 46;618;315;312;306;6;47;18;1;2;91;16;42;0;81;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;555;MORAVČE;PROSTORIJE MJESNOG ODBORA;PRIGORSKA ULICA 80;579;242;242;237;5;20;18;0;3;79;7;43;1;62;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;556;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1169;476;476;470;6;48;27;2;6;142;18;73;2;132;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;557;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1164;461;461;450;11;54;17;2;5;141;6;81;4;124;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;558;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1190;473;473;464;9;36;39;5;8;129;27;75;7;110;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;559;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1220;563;562;552;10;54;25;2;8;157;21;86;4;162;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;560;NOVI JELKOVEC;OŠ JELKOVEC;ULICA DRAGANA PLAMENCA 1;1205;527;527;516;11;46;28;0;9;139;16;92;2;152;32
21;GRAD ZAGREB;grad;GRAD ZAGREB;561;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1019;448;448;442;6;43;30;3;7;81;14;71;1;156;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;562;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1021;480;480;473;7;44;37;1;9;66;31;80;4;174;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;563;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1019;454;454;448;6;47;19;5;4;74;23;91;3;143;39
21;GRAD ZAGREB;grad;GRAD ZAGREB;564;PARUŽEVINA;PROSTORIJE MJESNOG ODBORA;PARUŽEVINSKA CESTA 34;584;246;246;241;5;29;20;1;0;64;14;23;2;72;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;565;PLANINA DONJA;OŠ VUGROVEC - KAŠINA - PODRUČNA ŠKOLA PLANINA DONJA;ULICA 9. MAJA 4;493;232;232;226;6;24;29;0;2;59;22;10;0;76;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;566;PLANINA GORNJA;PROSTORIJE MJESNOG ODBORA;SESVETSKA ULICA 19;191;128;128;122;6;9;14;0;3;51;10;5;0;30;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;567;POPOVEC;PROSTORIJE MJESNOG ODBORA;STROSSMAYEROV TRG 1;902;368;368;366;2;29;27;0;38;85;17;57;2;98;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;568;PREKVRŠJE;OŠ VUGROVEC - KAŠINA - PODRUČNA ŠKOLA PREKVRŠJE;PRIGORSKA ULICA 69A;773;378;378;368;10;28;23;4;4;81;36;40;2;129;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;569;PREPUŠTOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA ULICA 2;279;149;149;143;6;10;9;0;2;41;17;9;0;53;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;570;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIČKA ULICA 5;1420;607;607;597;10;109;19;2;12;91;28;141;2;129;64
21;GRAD ZAGREB;grad;GRAD ZAGREB;571;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIČKA ULICA 5;1401;508;508;499;9;74;33;3;10;87;20;96;8;121;47
21;GRAD ZAGREB;grad;GRAD ZAGREB;572;SESVETSKA SELA;OŠ SESVETSKA SELA;LETNIČKA ULICA 5;1415;560;560;556;4;83;23;1;5;93;31;124;5;140;51
21;GRAD ZAGREB;grad;GRAD ZAGREB;573;SESVETSKA SELNICA;PROSTORIJE MJESNOG ODBORA;SELNIČKA ULICA 69;2024;722;722;710;12;143;37;4;7;164;25;116;7;125;82
21;GRAD ZAGREB;grad;GRAD ZAGREB;574;SESVETSKA SOPNICA;OŠ SESVETSKA SOPNICA;SOPNIČKA ULICA 69;1337;518;518;502;16;69;26;9;4;63;26;93;1;169;42
21;GRAD ZAGREB;grad;GRAD ZAGREB;575;SESVETSKA SOPNICA;OŠ SESVETSKA SOPNICA;SOPNIČKA ULICA 69;1402;486;486;472;14;52;20;7;3;94;26;105;3;129;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;576;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1237;463;463;457;6;102;32;5;3;89;19;63;3;78;63
21;GRAD ZAGREB;grad;GRAD ZAGREB;577;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1319;457;455;449;6;56;25;3;5;82;23;75;1;109;70
21;GRAD ZAGREB;grad;GRAD ZAGREB;578;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1263;447;447;444;3;66;26;4;5;79;14;85;0;126;39
21;GRAD ZAGREB;grad;GRAD ZAGREB;579;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1326;564;564;553;11;66;42;2;6;84;28;77;2;196;50
21;GRAD ZAGREB;grad;GRAD ZAGREB;580;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA ULICA 10;1220;380;380;373;7;55;29;3;6;77;14;50;1;92;46
21;GRAD ZAGREB;grad;GRAD ZAGREB;581;SOBLINEC;OŠ IVANA GRANĐE;SOBLINEČKA ULICA 68;1049;499;499;496;3;49;51;1;3;84;27;73;3;146;59
21;GRAD ZAGREB;grad;GRAD ZAGREB;582;STARO BRESTJE;OŠ LUKA-SESVETE;ULICA OTONA IVEKOVIĆA 16 JUŽNI ULAZ;1064;449;449;446;3;36;18;6;5;56;18;83;7;159;58
21;GRAD ZAGREB;grad;GRAD ZAGREB;583;STARO BRESTJE;OŠ LUKA-SESVETE;ULICA OTONA IVEKOVIĆA 16 JUŽNI ULAZ;1030;453;453;447;6;74;11;4;11;70;24;74;1;137;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;584;STARO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1325;545;545;539;6;71;26;2;4;107;18;111;6;161;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;585;STARO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1372;646;646;639;7;63;37;0;14;108;34;120;6;190;67
21;GRAD ZAGREB;grad;GRAD ZAGREB;586;STARO BRESTJE;OŠ BRESTJE;ULICA POTOČNICA 8;1369;575;575;570;5;83;25;3;0;115;33;94;2;166;49
21;GRAD ZAGREB;grad;GRAD ZAGREB;587;ŠAŠINOVEC;PROSTORIJE MJESNOG ODBORA;ULICA IVANA GRANĐE 58;574;267;267;263;4;23;16;1;0;71;14;27;0;91;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;588;ŠIMUNČEVEC;PROSTORIJE MJESNOG ODBORA;ŠIMUNČEVEČKA ULICA 12B;273;140;140;137;3;7;9;1;0;54;8;14;0;39;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;589;VUGROVEC;PROSTORIJE MJESNOG ODBORA;ULICA AUGUSTA ŠENOE 51;1259;573;573;562;11;69;45;4;7;118;39;72;2;175;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;590;VUGROVEC GORNJI;PROSTORIJE MJESNOG ODBORA;VUGROVEČKA ULICA 33;301;153;153;151;2;4;18;1;2;33;15;16;0;56;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;591;VURNOVEC;PROSTORIJE MJESNOG ODBORA;VURNOVEČKA ULICA 11;185;123;123;122;1;24;12;0;0;39;3;12;0;31;1
21;GRAD ZAGREB;grad;GRAD ZAGREB;592;ŽERJAVINEC;PROSTORIJE MJESNOG ODBORA;ULICA LJUDEVITA GAJA 27;476;230;230;225;5;24;12;2;1;65;15;33;1;59;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;593;BREZOVICA;OŠ BREZOVICA;BREZOVIČKA CESTA 98A;1200;557;557;546;11;67;32;3;5;83;65;100;2;169;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;594;BREZOVICA;OŠ BREZOVICA;BREZOVIČKA CESTA 98A;1210;610;609;598;11;93;26;3;11;104;76;72;1;185;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;595;BREZOVICA;OŠ BREZOVICA;BREZOVIČKA CESTA 98A;1205;565;565;551;14;103;23;0;2;112;55;76;1;155;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;596;DEMERJE;PROSTORIJE MJESNOG ODBORA;DEMERSKA ULICA 33;668;345;345;341;4;44;16;3;5;89;31;58;5;84;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;597;DRAGONOŽEC;PROSTORIJE MJESNOG ODBORA;DONJODRAGONOŠKA CESTA 30;804;443;443;432;11;36;25;5;9;121;36;72;2;121;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;598;HAVIDIĆI;PROSTORIJE MJESNOG ODBORA;KUTI 1;63;45;45;42;3;9;10;1;1;15;1;1;0;4;0
21;GRAD ZAGREB;grad;GRAD ZAGREB;599;HORVATI;PROSTORIJE MJESNOG ODBORA;HORVAĆANSKI TRG 2;1252;629;629;623;6;57;79;3;61;131;35;55;2;192;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;600;KUPINEČKI KRALJEVEC CENTAR;PROSTORIJE MJESNOG ODBORA;KRALJEVEČKA CESTA 73;783;373;373;371;2;64;30;4;10;74;34;46;0;95;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;601;KUPINEČKI KRALJEVEC I;OŠ BREZOVICA - PODRUČNA ŠKOLA KUPINEČKI KRALJEVEC;KRALJEVEČKI BRIJEGI 90;787;416;416;410;6;58;47;6;5;58;52;46;0;130;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;602;KUPINEČKI KRALJEVEC II;VATROGASNI DOM;MATIČKI 27;279;144;144;142;2;31;7;3;3;31;13;16;0;33;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;603;LIPNICA;VATROGASNI DOM LIPNICA;LIPNIČKA CESTA 36;181;106;106;106;0;11;6;0;0;33;11;15;0;28;2
21;GRAD ZAGREB;grad;GRAD ZAGREB;604;ODRANSKI OBREŽ;PROSTORIJE MJESNOG ODBORA;OBREŠKA CESTA 117;1123;504;504;501;3;52;22;0;7;177;30;89;5;114;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;605;ODRANSKI STRMEC;PROSTORIJE MJESNOG ODBORA;STRMEČKA CESTA 57;511;248;248;248;0;32;9;2;4;65;44;39;0;46;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;606;TRPUCI;PROSTORIJE MJESNOG ODBORA;TRPUČANSKA CESTA 28;460;261;261;255;6;22;15;1;1;85;14;29;0;81;7
