Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;STJEPAN KOŽIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;003;BIRAČKO MJESTO BR.3 - DVORANCI;KUĆA MARICE BRITVEC;DVORANCI 74;140;48;48;48;0;41;7
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;004;BIRAČKO MJESTO BR.4 - BRATINA;DRUŠTVENI DOM BRATINA;BRATINA;607;116;116;113;3;63;50
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;005;BIRAČKO MJESTO BR.5-BREGANA PISAROVINSKA;ZGRADA STARE ŠKOLE;BREGANA PISAROVINSKA;284;91;91;89;2;48;41
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;006;BIRAČKO MJESTO BR.6 - LIJEVO SREDIČKO;DRUŠTVENI DOM LIJEVO SREDIČKO;LIJEVO SREDIČKO;177;62;62;62;0;35;27
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;007;BIRAČKO MJESTO BR.7 - GRADEC POKUPSKI;DRUŠTVENI DOM GRADEC POKUPSKI;GRADEC POKUPSKI;96;29;29;29;0;19;10
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;008;BIRAČKO MJESTO BR.8 - SELSKO BRDO;DRUŠTVENI DOM SELSKO BRDO (DVD);SELSKO BRDO;92;28;28;28;0;18;10
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;009;BIRAČKO MJESTO BR.9 - LUČELNICA;DRUŠTVENI DOM LUČELNICA;LUČELNICA;237;75;75;75;0;56;19
01;ZAGREBAČKA ŽUPANIJA;općina;PISAROVINA;010;BIRAČKO MJESTO BR.10 - DONJA KUPČINA;DRUŠTVENI DOM DONJA KUPČINA;DONJA KUPČINA;783;139;139;133;6;87;46
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;001;LUKINIĆ BRDO;DOM KULTURE KRPEČANCI (KONTEJNER);LUKINIĆ BRDO, KRPEČANCI 44;260;68;68;68;0;58;10
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;002;STREZOJEVO;DOM KULTURE HOTNJA;HOTNJA, GORNJI KOSI 6;109;22;22;22;0;20;2
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;003;ŠESTAK BRDO;POSLOVNI PROSTOR VL. IVAN I IVANA ANTOLOVIĆ;ŠESTAK BRDO 4;126;27;27;27;0;25;2
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;004;HOTNJA;DOM KULTURE HOTNJA;GORNJI KOSI 6;197;81;81;79;2;56;23
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;005;POKUPSKI GLADOVEC;POMOĆNI OBJEKT VL. MARIJA MEDVED;GLADOVEC POKUPSKI, GLADOVEC 21;153;42;42;42;0;36;6
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;006;POKUPSKO;ZGRADA OPĆINE POKUPSKO;TRG PAVLA ŠTOOSA 15;173;50;50;50;0;39;11
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;007;POKUPSKO CERJE;POMOĆNI OBJEKT VL. ZDRAVKO SUČEC;CERJE POKUPSKO 29;66;24;24;24;0;21;3
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;008;LIJEVI ŠTEFANKI;DOM HRVATSKIH BRANITELJA;LIJEVI ŠTEFANKI, ULICA HRVATSKIH BRANITELJA 28;190;64;64;64;0;46;18
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;009;AUGUŠTANOVEC;SJENICA AUGUŠTANOVEC;PUT SV. ILIJE 53A;96;30;30;30;0;24;6
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;010;LIJEVI DEGOJ;ZGRADA OPĆINE POKUPSKO;POKUPSKO, TRG PAVLA ŠTOOSA 15;52;9;9;9;0;9;0
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;011;OPATIJA;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;145;37;37;36;1;31;5
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;012;ROŽENICA I;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;105;29;29;27;2;25;2
01;ZAGREBAČKA ŽUPANIJA;općina;POKUPSKO;013;ROŽENICA II;DOM KULTURE OPATIJA;OPATIJA, ŠTIMCI 4;118;40;40;40;0;34;6
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;001;PRESEKA;ZGRADA OPĆINE;PRESEKA 57;79;47;47;47;0;25;22
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;002;SLATINA;MJESNI DOM;SLATINA BB;89;56;56;56;0;30;26
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;003;KAMENICA;OBITELJSKA KUĆA MARIJA GUDIĆA;KAMENICA 12A;55;21;21;21;0;16;5
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;004;POGANČEC;MJESNI DOM;POGANČEC BB;67;51;51;51;0;22;29
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;005;ŠELOVEC;MJESNI DOM;ŠELOVEC BB;125;50;50;48;2;39;9
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;006;VINKOVEC;MJESNI DOM;VINKOVEC BB;141;74;74;71;3;31;40
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;007;KRUŠLJEVEC;OBITELJSKA KUĆA GUČANIN BOŽICE;KRUŠLJEVEC 30;47;26;26;25;1;14;11
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;008;GORNJAKI;OBITELJSKA KUĆA HABIJANEC SLAVKA;GORNJAKI 13;36;23;23;23;0;21;2
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;009;LEDINA;MJESNI DOM;LEDINA BB;134;68;68;68;0;40;28
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;010;KRALJEV VRH-STRMEC;VATROGASNI DOM;KRALJEV VRH 11;84;68;68;65;3;33;32
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;011;ŽABNJAK;OBITELJSKA KUĆA BERNARDICE KIŠUR;ŽABNJAK 26;46;17;17;17;0;9;8
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;012;DONJA VELIKA;KUĆA LEŠČIĆ ĐURE;DONJA VELIKA 26;48;26;26;26;0;15;11
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;013;SREDNJA VELIKA;OBITELJSKA KUĆA  HRGOVAN DAVORA;SREDNJA VELIKA 13A;32;17;17;16;1;5;11
01;ZAGREBAČKA ŽUPANIJA;općina;PRESEKA;014;GORNJA VELIKA;OBITELJSKA KUĆA STJEPANA ZAREPA;GORNJA VELIKA 12;47;34;34;33;1;23;10
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;001;BIRAČKO MJESTO BROJ 1.;DONJA PUŠĆA;DRUŠTVENI DOM, KUMROVEČKA 107;839;473;473;458;15;317;141
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;002;BIRAČKO MJESTO BROJ 2.;DONJA PUŠĆA;DRUŠTVENI DOM - PROSTORIJA MJESNOG ODBORA, KUMROVEČKA 107/I;459;261;261;255;6;173;82
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;003;BIRAČKO MJESTO BROJ 3.;BREGOVLJANA;KUĆA CIRKVENI ŽELJKE, BREGOVLJANSKA 64;114;44;44;43;1;26;17
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;004;BIRAČKO MJESTO BROJ 4.;HRUŠEVEC PUŠĆANSKI;KUĆA FILKOVIĆ DRAGUTINA, JOSIPA MILIĆA 8;186;95;95;94;1;57;37
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;005;BIRAČKO MJESTO BROJ 5.;HREBINE;KUĆA MAKOVIĆ IVANA, ULICA MATIJE GUPCA 24;279;144;144;140;4;86;54
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;006;BIRAČKO MJESTO BROJ 6.;DUBRAVA PUŠĆANSKA;KUĆA MIHALINEC SLAVICE, DUBROVAČKA CESTA 36;163;76;76;74;2;34;40
01;ZAGREBAČKA ŽUPANIJA;općina;PUŠĆA;007;BIRAČKO MJESTO BROJ 7.;MARIJA MAGDALENA;VATROGASNI DOM MARIJA MAGDALENA, DUGANSKA BB;189;127;127;122;5;99;23
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;001;RAKOVEC;OPĆINA RAKOVEC;RAKOVEC 54;188;113;113;112;1;98;14
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;002;MLAKA;DRUŠTVENI DOM;MLAKA 30;79;67;67;67;0;63;4
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;003;DROPČEVEC;OBITELJSKA KUĆA STJEPANA VINCEKA;DROPČEVEC 2;54;52;52;52;0;52;0
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;004;BANIČEVEC;DRUŠTVENI DOM;BANIČEVEC 39;148;121;121;120;1;115;5
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;005;DVORIŠĆE;DRUŠTVENI DOM;DVORIŠĆE 14;131;88;88;86;2;70;16
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;006;VALETIĆ;OBITELJSKA KUĆA VALENTA NAPASTA;VALETIĆ 51;39;16;16;16;0;11;5
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;007;HRUŠKOVEC;DRUŠTVENI DOM;HRUŠKOVEC 6A;57;31;31;31;0;28;3
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;008;HUDOVO;DRUŠTVENI DOM;HUDOVO 22;79;41;41;40;1;29;11
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;009;LIPNICA;DRUŠTVENI DOM;LIPNICA 31;51;31;31;31;0;22;9
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;010;BREZANI;DRUŠTVENI DOM;BREZANI 51;104;44;44;44;0;38;6
01;ZAGREBAČKA ŽUPANIJA;općina;RAKOVEC;011;GOLI VRH;OBITELJSKA KUĆA MATIJE VIDAKA;GOLI VRH 18;44;30;30;30;0;29;1
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;001;SOP - HRUŠČICA;DOM U SOPI;SOP;509;99;99;97;2;76;21
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;002;OTOK SVIBOVSKI;DOM U OTOKU SVIBOVSKOM;OTOK SVIBOVSKI;1427;252;251;243;8;187;56
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;003;JALŠEVEC NARTSKI;DOM U JALŠEVCU NARTSKOM;JALŠEVEC NARTSKI;1939;320;320;313;7;254;59
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;004;RUGVICA;DRUŠTVENI DOM;TRG DR. FRANJE TUĐMANA 1, RUGVICA;1489;373;373;369;4;307;62
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;005;ČRNEC DUGOSELSKI;DOM U ČRNCU DUGOSELSKOM;ČRNEC DUGOSELSKI;177;53;53;50;3;21;29
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;006;ČRNEC RUGVIČKI;KUĆA HORVAT IVANA;ČRNEC RUGVIČKI, S. RADIĆA 7;65;26;26;25;1;14;11
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;007;JEŽEVO;DOM U JEŽEVU;JEŽEVO;379;130;130;121;9;54;67
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;008;OBEDIŠĆE JEŽEVSKO;DOM U OBEDIŠĆU JEŽEVSKOM;OBEDIŠĆE JEŽEVSKO;97;51;51;51;0;28;23
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;009;DONJA GREDA;DOM U DONJOJ GREDI;DONJA GREDA;102;41;41;40;1;11;29
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;010;NOVAKI OBOROVSKI;DOM U NOVAKIMA OBOROVSKIM;NOVAKI OBOROVSKI;247;63;63;62;1;33;29
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;011;PRESEKA OBOROVSKA;DOM U PRESEKI OBOROVSKOJ;PRESEKA OBOROVSKA;121;20;20;20;0;9;11
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;012;OBOROVO GORNJE;DOM  U RADIĆEVOJ ULICI;OBOROVO;202;41;41;40;1;31;9
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;013;OBOROVO DONJE;DOM U OBOROVU;OBOROVO;302;77;77;76;1;57;19
01;ZAGREBAČKA ŽUPANIJA;općina;RUGVICA;014;PREVLAKA;DOM U PREVLAKI;PREVLAKA;75;33;33;31;2;18;13
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;001;STUPNIK;ZGRADA OPĆINE;GORNJOSTUPNIČKA ULICA 33;1507;718;718;693;25;419;274
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;002;STUPNIK;OSNOVNA ŠKOLA STUPNIK;ULICA SVETOG BENEDIKTA 31;863;421;421;390;31;216;174
01;ZAGREBAČKA ŽUPANIJA;općina;STUPNIK;003;STUPNIK;IGRALIŠTE NK STUPNIK;DONJOSTUPNIČKA ULICA 47;939;438;438;410;28;268;142
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;001;BIRAČKO MJESTO BR.1 - KOSTANJEVAC;OPĆINSKA VIJEĆNICA OPĆINE ŽUMBERAK;KOSTANJEVAC 5;180;39;39;37;2;29;8
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;002;BIRAČKO MJESTO BR.2 - KUPČINA ŽUMBERAČKA;VATROGASNI DOM;KUPČINA ŽUMBERAČKA 30;78;31;31;29;2;20;9
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;003;BIRAČKO MJESTO BR.3 - ŽELJEZNO ŽUMBERAČKO;STARA ŠKOLA;ŽELJEZNO ŽUMBERAČKO;72;36;36;36;0;24;12
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;004;BIRAČKO MJESTO BR.4 - KALJE;STARA ŠKOLA KALJE;KALJE BB;81;15;15;15;0;13;2
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;005;BIR. MJESTO BR.5 - MRZLO POLJE ŽUMBERAČKO;STARA ŠKOLA;MRZLO POLJE ŽUMBERAČKO;55;25;25;25;0;14;11
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;006;BIRAČKO MJESTO BR.6 - OŠTRC;DVD OŠTRC;TUPČINA;155;48;48;45;3;42;3
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;007;BIRAČKO MJESTO BR.7 - SOŠICE;DVD SOŠICE;SOŠICE 17;106;52;52;52;0;35;17
01;ZAGREBAČKA ŽUPANIJA;općina;ŽUMBERAK;008;BIRAČKO MJESTO BR.8 - VISOČE;KUĆA STIPANOVIĆ ILIJE;VISOČE 14;26;12;12;12;0;4;8
