Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BLAŽENKO BOBAN;RANKO OSTOJIÆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;002;PODI;"PODRUÈNA ŠKOLA ""BRLOG""";PODI;269;191;191;185;6;174;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;003;BUDIM;KUÆA GRGE BLAŽEVIÆA;BUDIM;677;429;429;410;19;370;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;004;NUGA;PROSTORIJA MJESNOG ODBORA, NUGA;NUGA;324;209;209;204;5;193;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;005;BRDO;PODRUÈNA ŠKOLA METERI;BRDO;210;114;114;110;4;94;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;006;PROLOŽAC;MJESNI DOM;PROLOŽAC;444;288;288;270;18;219;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;007;LUG;PROSTORIJA MJESNOG ODBORA (LOVAÈKA KUÆA);LUG;421;315;315;305;10;267;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;008;BULJANIJA;KUÆA DANE IVANKA;BULJANIJA;368;229;229;219;10;190;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PROLOŽAC;009;ŠUMET;PROSTORIJE MJESNOG ODBORA;ŠUMET;257;171;171;162;9;139;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PUÈIŠÆA;001;PUÈIŠÆA;IZLOŽBENA DVORANA KNJIŽNICE ''HRVATSKI SKUP'';PUÈIŠÆA;1320;325;325;313;12;197;116
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PUÈIŠÆA;002;GORNJI HUMAC;DVORANA DRUŠTVENOG DOMA NA MJESNOM TRGU U GORNJEM HUMCU;GORNJI HUMAC;251;95;95;94;1;66;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;PUÈIŠÆA;003;PRAŽNICE;PROSTORIJE DRUŠ. DOMA;PRAŽNICE;291;131;131;126;5;104;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;001;SLIVNO;SLIVNO CENTAR;SLIVNO;214;57;57;57;0;51;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;002;SLIVNO;"OSNOVNA ŠKOLA ""VRDOLJACI""";SLIVNO;103;16;16;15;1;15;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;003;RUNOVIÆI-SEBIŠINA;PODRUÈNA ŠKOLA SEBIŠINA;RUNOVIÆI-SEBIŠINA;166;83;83;80;3;79;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;004;RUNOVIÆI;LJUBIÈIÆA KUÆA;RUNOVIÆI;247;102;102;99;3;96;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;005;RUNOVIÆI;DOM KULTURE;RUNOVIÆI;703;327;327;323;4;310;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;006;RUNOVIÆI;ÈANTINA KUÆA;RUNOVIÆI;553;191;191;183;8;171;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;RUNOVIÆI;007;RUNOVIÆI;PODOSOJE;PODOSOJE;35;20;20;20;0;18;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;001;BIRAÈKO MJESTO BR. 1. U LJUBITOVICI;"PODRUÈNA ŠKOLA ""KRALJ ZVONIMIR""";LJUBITOVICA;391;134;134;128;6;120;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;002;BIRAÈKO MJESTO BR. 2. U PRAPATNICI;"PODRUÈNA ŠKOLA ""KRALJ ZVONIMIR""";PRAPATNICA;148;102;102;100;2;88;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;003;BIRAÈKO MJESTO BR. 3. U SEGETU GORNJEM;ZADRUŽNI DOM SEGET GORNJI;SEGET GORNJI;148;67;67;63;4;56;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;004;BIRAÈKO MJESTO BR. 4. U BRISTIVICI;"PODRUÈNA ŠKOLA ""KRALJ ZVONIMIR""";BRISTIVICA;291;160;160;159;1;152;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;005;BIRAÈKO MJESTO BR. 5. U SEGET VRANJICI;"PODRUÈNA ŠKOLA ""KRALJ ZVONIMIR""";SEGET VRANJICA;1027;325;325;315;10;235;80
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;006;BIRAÈKO MJESTO BR. 6. SEGETU DONJEM;"ZGRADA OPÆINE SEGET ""DOM BANA JOSIPA JELAÈIÆA""";TRG HRV. VITEZA ŠPIRA ŠEVE FRZELINA  1;796;263;263;259;4;206;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;007;BIRAÈKO MJESTO BR. 7. U SEGETU DONJEM;"ZGRADA OPÆINE SEGET ""DOM BANA JOSIPA JELAÈIÆA""";TRG HRVATSKOG VITEZA ŠPIRA ŠEVE FRZELINA 1;933;320;320;317;3;219;98
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SEGET;008;BIRAÈKO MJESTO BR. 8 U SEGETU DONJEM;"ZGRADA OPÆINE SEGET ""DOM BANA JOSIPA JELAÈIÆA""";TRG HRVATSKOG VITEZA ŠPIRO ŠEVO FRZELIN 1;595;197;197;196;1;150;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SELCA;001;SELCA;ZGRADA OPÆINE SELCA -SELCA;TRG STJEPANA RADIÆA 5;773;181;181;181;0;80;101
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SELCA;002;SUMARTIN;ZGRADA OSNOVNE ŠKOLE-SUMARTIN;PORAT 1;474;97;97;94;3;55;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SELCA;003;NOVO SELO;DRUŠTVENA PROSTORIJA - NOVO SELO;PJACA;144;49;49;48;1;25;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SELCA;004;POVLJA;SPORTSKA DVORANA - POVLJA (ZADRUŽNI DOM);RIVA 1;376;114;114;113;1;30;83
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SUÆURAJ;001;SUÆURAJ;"OŠ ""ANTE ANÐELINOVIÆ""";SUÆURAJ, TRG PARK 5;336;146;146;145;1;97;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SUÆURAJ;002;BOGOMOLJE;PROSTORIJE PODRUÈNE ŠKOLE BOGOMOLJE;BOGOMOLJE, SRID SELA 16;155;53;53;51;2;27;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;SUTIVAN;001;SUTIVAN;PROSTORIJE PODRUÈNE ŠKOLE SUTIVAN;SUTIVAN,  KALA O KONGULI BR. 2;988;265;265;260;5;151;109
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;001;GRABOVAC CENTAR;OBITELJSKA KUÆA IVANA ŠARIÆA POK. MIRA;GRABOVAC-CENTAR 129;217;112;112;109;3;100;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;002;GRABOVAC GORIÈAJ;PROSTORIJE OSNOVNE ŠKOLE, GRABOVAC;GRABOVAC GORIÈAJ;122;34;34;33;1;33;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;003;ŽEŽEVICA-PRIVIJA;BIVŠI ZADRUŽNI DOM U VLASNIŠTVU M.B.PRINT D.O.O.;ŽEŽEVICA PRIVIJA;148;19;19;17;2;17;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;004;ŽEŽEVICA-ORJE;PROSTORIJE OSNOVNE ŠKOLE, ŽEŽEVICA ORJE;ŽEŽEVICA ORJE;191;62;62;61;1;60;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;005;ŠESTANOVAC;PROSTORIJE OSNOVNE ŠKOLE;ŠESTANOVAC;404;98;98;95;3;84;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;006;KREŠEVO POLJE;PROSTORIJE OSNOVNE ŠKOLE, KREŠEVO POLJE;KREŠEVO POLJE;112;46;46;39;7;38;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;007;KATUNI POLJE;OBITELJSKA KUÆA TONKE MANDUŠIÆ Ž. JOŠKA;KATUNI, RADOBILJSKA CESTA 20;246;77;77;73;4;69;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;008;KREŠEVO BRDO;"PROSTORIJE ""KUD-A RADOBILJA"", KREŠEVO BRDO";MASLOVLJEVA LOKVA 3, KREŠEVO BRDO;131;65;65;61;4;54;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;009;KATUNI BRDO;"PROSTORIJE OSNOVNE ŠKOLE ""BALIÆI"", KATUNI BRDO";KATUNI BRDO;93;61;61;61;0;61;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠESTANOVAC;010;KATUNI PRPUŠA;OBITELJSKA KUÆA MATE VUKUŠIÆA SIN VLADIMIRA;KATUNI PRPUŠA, DR.FRANJE TUÐMANA 6;161;56;56;55;1;55;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;001;MASLINICA;TURISTIÈKI URED;MASLINICA;296;173;173;159;14;70;89
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;002;DONJE SELO;PROSTORIJE BRATSKE KUÆE;DONJE SELO;226;139;139;134;5;65;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;003;SREDNJE SELO;PROSTORIJE MJESNOG ODBORA;SREDNJE SELO;131;81;81;74;7;27;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;004;GROHOTE;PROSTORIJE DOMA KULTURE;GROHOTE;447;267;267;243;24;115;128
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;005;ROGAÈ;TURISTIÈKI URED ROGAÈ, ROGAÈ;ROGAÈ;154;80;80;74;6;28;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;006;NEÈUJAM;PROSTORIJE MJESNOG ODBORA;NEÈUJAM;367;201;201;194;7;72;122
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;007;GORNJE SELO;PROSTORIJE MJESNOG ODBORA;GORNJE SELO;295;182;182;168;14;83;85
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ŠOLTA;008;STOMORSKA;PROSTORIJE MJESNOG ODBORA;STOMORSKA;403;219;219;211;8;73;138
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;TUÈEPI;001;BIRAÈKO MJESTO 1 - TUÈEPI;OSNOVNA ŠKOLA TUÈEPI;KRAJ 17;1590;1201;1200;1132;68;555;577
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;TUÈEPI;002;BIRAÈKO MJESTO 2 - TUÈEPI;"ETNO ZBIRKA ""ŠKRINJICA""";SRIDA SELA 7A, GORNJI TUÈEPI;105;60;60;59;1;40;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZADVARJE;001;ZADVARJE;NOVA ZGRADA OPÆINE;ULICA  SV. KATE 28, ZADVARJE;229;99;99;96;3;76;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;001;ZAGVOZD;OSNOVNA ŠKOLA ZAGVOZD;ZAGVOZD;668;177;177;168;9;157;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;002;KRSTATICE;OSNOVNA ŠKOLA;KRSTATICE;82;12;12;12;0;12;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;003;BIOKOVSKO SELO;KUÆA MLADENA BAKOTE;DONJE BAKOTE  BR. 52;41;10;10;9;1;9;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;004;RAŠÆANI GORNJI;KUÆA DANIJELE LENDIÆA U LENDIÆA;RAŠÆANI GORNJI-LENDIÆI 16;27;9;9;9;0;9;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;005;ŽUPA;KUÆA IVANA MILOŠA;ULICA GARMAZI 13;34;12;12;12;0;11;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZAGVOZD;006;RASTOVAC;KUÆA MIRKO DEDIÆ;RASTOVAC BR. 204;187;38;38;36;2;34;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZMIJAVCI;001;ZMIJAVCI;"OŠ ""ŠUTE""";ZMIJAVCI;773;574;573;552;21;481;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;ZMIJAVCI;002;ZMIJAVCI;OŠ ZMIJAVCI (POLJETINA);ZMIJAVCI;894;639;639;598;41;510;88
